workload,tiering,mem_policy,ldram_size,execution_time,throughput,rss,pgpromote_success,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,pgmigrate_success,pgmigrate_fail,numa_pages_migrated,thp_migration_success,thp_migration_success_2,thp_migration_success_3,thp_migration_success_4,thp_migration_success_5,thp_migration_success_6,thp_migration_success_7,thp_migration_success_8,thp_migration_success_9,thp_fault_alloc,thp_fault_alloc_2,thp_fault_alloc_3,thp_fault_alloc_4,thp_fault_alloc_5,thp_fault_alloc_6,thp_fault_alloc_7,thp_fault_alloc_8,thp_fault_alloc_9,thp_migration_split,thp_migration_split_2,thp_migration_split_3,thp_migration_split_4,thp_migration_split_5,thp_migration_split_6,thp_migration_split_7,thp_migration_split_8,thp_migration_split_9,thp_migration_fail,thp_migration_fail_2,thp_migration_fail_3,thp_migration_fail_4,thp_migration_fail_5,thp_migration_fail_6,thp_migration_fail_7,thp_migration_fail_8,thp_migration_fail_9,numa_local,numa_other,pgsteal_kswapd,pgsteal_direct,pgsteal_khugepaged,pgdemote_kswapd,pgdemote_direct,pgdemote_khugepaged
bfs-web,autonuma_tiering,cpu0.weightedinterleave0_2,10G,1.51664,6593.52,12.0,32508,3710144,0,3272782,196466,826,32508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070802,11825191,0,0,0,0,0,0
bfs-web,autonuma_tiering,cpu0.weightedinterleave0_2.43,10G,1.50647,6638.03,4.2,36504,2987890,0,2619353,138295,826,36504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5344111,11568967,0,0,0,0,0,0
bfs-web,autonuma_tiering,cpu0.weightedinterleave0_2.21,10G,1.49727,6678.82,-0.7,34915,2623699,0,2319335,189828,828,34915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6199912,10695969,0,0,0,0,0,0
bfs-web,nobalance,cpu0.firsttouch0_2,10G,1.31283,7617.13,11.1,0,0,0,6,233861,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12802696,4057138,1274272,0,0,0,0,0
bfs-web,nobalance,cpu0.weightedinterleave0_2.13,10G,1.58003,6328.99,7.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270818,12597931,0,0,0,0,0,0
bfs-web,nobalance,cpu0.weightedinterleave0_2.12,10G,1.51154,6615.77,12.3,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5671418,11198406,0,0,0,0,0,0
bfs-web,nobalance,cpu0.weightedinterleave0_2,10G,1.42187,7032.99,12.0,0,0,0,4,108476,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856766,9006774,708454,0,0,0,0,0
bfs-web,nobalance,cpu0.weightedinterleave0_2.43,10G,1.42772,7004.17,-1.4,0,0,0,5,169272,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160390,8701942,402259,0,0,0,0,0
bfs-web,nobalance,cpu0.weightedinterleave0_2.21,10G,1.36334,7334.93,11.8,0,0,0,2,202094,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9783262,7076163,1182621,0,0,0,0,0
bfs-web,autonuma_tiering_thp,cpu0.firsttouch0_2,10G,1.28627,7774.42,9.7,599740,2625255,5126,5818,1326074,1393823,599740,1170,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,0,0,0,1654745,3240606,10036,611517,0,10036,611517,0
bfs-web,autonuma_tiering_thp,cpu0.weightedinterleave0_2.13,10G,1.51307,6609.08,11.6,742570,4218051,8232,11710,774743,2288301,742570,1445,0,0,0,0,0,0,0,0,24669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,0,0,0,0,0,0,0,0,1119050,3193590,15019,0,0,15019,0,0
bfs-web,autonuma_tiering_thp,cpu0.weightedinterleave0_2.12,10G,1.53671,6507.41,11.4,87611,6451527,12591,16060,120978,5404118,87611,165,0,0,0,0,0,0,0,0,24669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554,0,0,0,0,0,0,0,0,1468262,2847517,20035,0,0,20035,0,0
bfs-web,autonuma_tiering_thp,cpu0.weightedinterleave0_2,10G,1.50924,6625.85,11.0,62030,4658949,9092,11098,99174,3644232,62030,118,0,0,0,0,0,0,0,0,24681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115,0,0,0,0,0,0,0,0,1539673,2768904,20604,0,0,20604,0,0
bfs-web,autonuma_tiering_thp,cpu0.weightedinterleave0_2.43,10G,1.52776,6545.53,10.7,60860,3874525,7565,8718,87694,3033064,60860,117,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923,0,0,0,0,0,0,0,0,1553972,2744198,15058,0,0,15058,0,0
bfs-web,autonuma_tiering_thp,cpu0.weightedinterleave0_2.21,10G,1.45741,6861.49,10.4,61701,2999584,5854,6744,95920,2309620,61710,119,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510,0,0,0,0,0,0,0,0,1543939,2755514,20203,0,0,20203,0,0
bfs-web,nobalance_thp,cpu0.firsttouch0_2,10G,1.35743,7366.86,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630393,2637275,0,0,0,0,0,0
bfs-web,nobalance_thp,cpu0.weightedinterleave0_2.13,10G,1.54059,6491.02,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116445,3163351,0,0,0,0,0,0
bfs-web,nobalance_thp,cpu0.weightedinterleave0_2.12,10G,1.47532,6778.19,11.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467993,2812452,0,0,0,0,0,0
bfs-web,nobalance_thp,cpu0.weightedinterleave0_2,10G,1.42683,7008.54,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496013,2719229,0,0,0,0,0,0
bfs-web,nobalance_thp,cpu0.weightedinterleave0_2.43,10G,1.41506,7066.84,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547441,2746760,0,0,0,0,0,0
bfs-web,nobalance_thp,cpu0.weightedinterleave0_2.21,10G,1.40833,7100.61,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545484,2732113,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.firsttouch0_2,10G,1.41421,7071.09,15.3,59878,4437382,0,34659,110935,3077300,59879,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,99754,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,1528507,2698018,20247,0,0,20247,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.13,10G,1.45273,6883.59,15.3,736470,4113778,0,33405,768695,1571132,736486,0,0,0,0,0,0,5740,0,0,0,0,0,0,0,0,99628,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,1105812,3137939,14942,0,0,14942,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.12,10G,1.50546,6642.49,15.3,49657,6058842,0,47595,108505,4028452,49658,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,99536,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,1451672,2816382,29453,0,0,29453,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2,10G,1.44906,6901.03,15.4,43279,4400887,0,34434,83012,3048858,43281,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,99500,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,1494102,2767304,20211,0,0,20211,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.43,10G,1.35008,7406.97,15.3,208157,3047431,0,23038,1641792,1660670,208158,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,99547,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,2160733,3463322,1379053,0,0,1379053,0,0
bfs-web,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.21,10G,1.45364,6879.28,15.3,56798,2956870,0,23092,127747,1952414,56800,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,99501,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,1498875,2772160,29922,0,0,29922,0,0
bfs-web,nobalance_thp_512K,cpu0.firsttouch0_2,10G,1.34343,7443.63,15.3,0,0,0,81,76,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139756,2069750,1123819,0,0,0,0,0
bfs-web,nobalance_thp_512K,cpu0.weightedinterleave0_2.13,10G,1.56191,6402.42,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101422,3122513,0,0,0,0,0,0
bfs-web,nobalance_thp_512K,cpu0.weightedinterleave0_2.12,10G,1.50493,6644.83,15.3,0,0,0,11,9488,1198,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,99951,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1419872,2755415,0,0,0,0,0,0
bfs-web,nobalance_thp_512K,cpu0.weightedinterleave0_2,10G,1.4522,6886.1,15.3,0,0,0,127,15720,704,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,99500,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1460981,2768921,0,0,0,0,0,0
bfs-web,nobalance_thp_512K,cpu0.weightedinterleave0_2.43,10G,1.43428,6972.14,15.3,0,0,0,2,18481,705,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,99604,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1465165,2751916,0,0,0,0,0,0
bfs-web,nobalance_thp_512K,cpu0.weightedinterleave0_2.21,10G,1.47256,6790.89,15.3,0,0,0,0,17993,724,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,99500,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1490659,2743088,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.firsttouch0_2,10G,1.48808,6720.07,9.7,71357,4027462,0,241482,71359,0,71359,0,0,0,4458,0,0,0,0,0,0,0,0,800054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789017,3107796,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.13,10G,1.40923,7096.07,11.4,740525,3758665,0,211014,740525,0,740525,0,0,0,46271,0,0,0,0,0,0,0,0,799952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260092,3667497,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.12,10G,1.51989,6579.42,11.3,41355,5866346,0,342671,41369,0,41369,0,0,0,2584,0,0,0,0,0,0,0,0,800154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573881,3312182,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2,10G,1.48194,6747.91,10.8,36782,4369723,0,255662,36794,0,36794,0,0,0,2298,0,0,0,0,0,0,0,0,800105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665318,3225799,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.43,10G,1.46551,6823.56,10.6,39043,3464094,0,203756,39043,0,39043,0,0,0,2439,0,0,0,0,0,0,0,0,799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699370,3190698,0,0,0,0,0,0
bfs-web,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.21,10G,1.45351,6879.9,10.4,42987,2896393,0,168839,42987,0,42987,0,0,0,2686,0,0,0,0,0,0,0,0,800625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828581,3152312,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.firsttouch0_2,10G,1.40694,7107.62,15.4,0,0,0,0,17719,701,0,0,0,0,191,0,0,0,0,0,0,0,0,800116,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065629,2807499,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.weightedinterleave0_2.13,10G,1.55577,6427.69,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265645,3605428,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.weightedinterleave0_2.12,10G,1.49182,6703.22,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667732,3208072,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.weightedinterleave0_2,10G,1.44682,6911.71,15.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772043,3098875,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.weightedinterleave0_2.43,10G,1.42906,6997.61,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811165,3057867,0,0,0,0,0,0
bfs-web,nobalance_thp_64K,cpu0.weightedinterleave0_2.21,10G,1.44639,6913.76,15.4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856576,3013072,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.firsttouch0_2,10G,8.68324,1151.64,13.1,113181,12397483,0,12331954,353739,1823,113183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948862,6502772,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.weightedinterleave0_2.13,10G,12.26657,815.22,14.2,473443,11149775,0,10991178,473445,0,473445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024982,8803850,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.weightedinterleave0_2.12,10G,11.05156,904.85,14.1,41850,11597463,0,11444492,273814,826,41867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398918,7984867,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.weightedinterleave0_2,10G,10.5243,950.18,8.7,59980,9394386,0,9394405,306324,827,59980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873117,7531881,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.weightedinterleave0_2.43,10G,9.98777,1001.22,13.8,74189,9289540,0,9224014,253530,881,74189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009602,7409374,0,0,0,0,0,0
cc-urand,autonuma_tiering,cpu0.weightedinterleave0_2.21,10G,9.88383,1011.75,7.0,74365,9465296,0,9465302,283869,826,74366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4198854,7216445,0,0,0,0,0,0
cc-urand,nobalance,cpu0.firsttouch0_2,10G,8.42362,1187.14,4.7,0,0,0,4,225304,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6146797,5195216,1276219,0,0,0,0,0
cc-urand,nobalance,cpu0.weightedinterleave0_2.13,10G,11.37941,878.78,14.2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898010,8465572,0,0,0,0,0,0
cc-urand,nobalance,cpu0.weightedinterleave0_2.12,10G,10.795,926.35,-0.7,0,0,0,7,163846,1530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730813,7632012,243366,0,0,0,0,0
cc-urand,nobalance,cpu0.weightedinterleave0_2,10G,10.19296,981.07,4.5,0,0,0,3,346497,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3838014,7521209,0,0,0,0,0,0
cc-urand,nobalance,cpu0.weightedinterleave0_2.43,10G,9.57292,1044.61,13.7,0,0,0,5,188498,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5140575,6217662,1172610,0,0,0,0,0
cc-urand,nobalance,cpu0.weightedinterleave0_2.21,10G,9.27,1078.75,-0.5,0,0,0,2,215097,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384135,5971711,1203433,0,0,0,0,0
cc-urand,autonuma_tiering_thp,cpu0.firsttouch0_2,10G,7.31917,1366.28,11.8,134676,7697937,15035,14663,170235,2457874,134676,263,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,1433221,3131717,10024,12142,0,10024,12142,0
cc-urand,autonuma_tiering_thp,cpu0.weightedinterleave0_2.13,10G,9.38763,1065.23,13.7,483234,7985076,15595,16174,510709,1614737,483234,943,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153,0,0,0,0,0,0,0,0,1174305,3387236,16910,0,0,16910,0,0
cc-urand,autonuma_tiering_thp,cpu0.weightedinterleave0_2.12,10G,9.47557,1055.35,13.6,60787,9011593,17600,18079,96861,2612574,60787,118,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0,0,0,1423736,3139843,20566,0,0,20566,0,0
cc-urand,autonuma_tiering_thp,cpu0.weightedinterleave0_2,10G,9.04853,1105.15,13.1,80612,9738552,19020,19193,115043,2510508,80612,157,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,0,1425886,3139063,20585,0,0,20585,0,0
cc-urand,autonuma_tiering_thp,cpu0.weightedinterleave0_2.43,10G,8.54762,1169.92,12.9,83108,7293695,14245,14403,101909,1895006,83108,162,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,0,0,0,0,0,0,0,0,1425455,3125893,10061,0,0,10061,0,0
cc-urand,autonuma_tiering_thp,cpu0.weightedinterleave0_2.21,10G,8.14901,1227.14,12.6,92346,6764232,13211,13376,102402,1781819,92351,180,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,1424298,3123995,10051,0,0,10051,0,0
cc-urand,nobalance_thp,cpu0.firsttouch0_2,10G,7.47934,1337.02,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408006,3128713,0,0,0,0,0,0
cc-urand,nobalance_thp,cpu0.weightedinterleave0_2.13,10G,9.82469,1017.84,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173995,3370047,0,0,0,0,0,0
cc-urand,nobalance_thp,cpu0.weightedinterleave0_2.12,10G,9.27481,1078.19,13.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401672,3141653,0,0,0,0,0,0
cc-urand,nobalance_thp,cpu0.weightedinterleave0_2,10G,8.76081,1141.45,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407582,3134322,0,0,0,0,0,0
cc-urand,nobalance_thp,cpu0.weightedinterleave0_2.43,10G,8.42333,1187.18,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403300,3133363,0,0,0,0,0,0
cc-urand,nobalance_thp,cpu0.weightedinterleave0_2.21,10G,8.26249,1210.29,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434502,3133895,0,0,0,0,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.firsttouch0_2,10G,8.65928,1154.83,17.5,144671,10228627,0,77629,186731,2557918,144672,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,53232,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,1425808,3169140,19949,0,0,19949,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.13,10G,11.02995,906.62,17.5,454415,9109902,0,71293,512172,1366722,454416,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,53247,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,1221827,3420324,25138,0,0,25138,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.12,10G,10.89313,918.01,17.5,62902,9045900,0,70408,102143,1930938,62915,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,53232,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1423905,3184949,19862,0,0,19862,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2,10G,10.29487,971.36,17.5,85845,9120599,0,71258,127288,2132653,85859,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,53231,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,1419881,3183351,20328,0,0,20328,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.43,10G,9.72859,1027.9,5.6,93237,7198816,0,55915,1492646,1636386,93246,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,53232,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,2148449,3796945,1366226,0,0,1366226,0,0
cc-urand,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.21,10G,9.56197,1045.81,17.5,112723,8925778,0,68937,176919,2357321,112726,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,53231,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,1426056,3187536,30244,0,0,30244,0,0
cc-urand,nobalance_thp_512K,cpu0.firsttouch0_2,10G,8.82713,1132.87,17.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396350,3180814,0,0,0,0,0,0
cc-urand,nobalance_thp_512K,cpu0.weightedinterleave0_2.13,10G,11.30641,884.45,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195448,3395136,0,0,0,0,0,0
cc-urand,nobalance_thp_512K,cpu0.weightedinterleave0_2.12,10G,10.91483,916.18,17.5,0,0,0,3,26683,700,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,53231,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1388133,3199391,0,0,0,0,0,0
